The House of Seven Corpses (1974),Utah,4.1,,"A director is filming on location in a house where seven murders were committed. The caretaker warns them not to mess with things they do not understand (the murders were occult related), but the director wants to be as authentic as possible and has his cast reenact rituals that took place in the house thus summoning a ghoul from the nearby cemetery to bump the whole film crew off one by one."
The Mine (2012),Utah,3.8,,"Five school friends seek adventure on Halloween night in an abandoned, haunted mine, only to find to their horror that the ghostly rumors may be true as they fight for survival."
The Returning (1983),Utah,3.9,,"Two different men are possessed by spirits of Native Americans after they separately wander into a sacred burial ground. When John and Sybil come home with their son after a trip to the Mojave Desert, they bring an unusual stone back as a memento of the trip. The stone seems to cause strange noises and other horrible inexplicable phenomena."
The Wolf of Snow Hollow (2020),Utah,6.3,,"Terror grips a small mountain town as bodies are discovered after each full moon. Losing sleep, raising a teenage daughter, and caring for his ailing father, officer Marshall struggles to remind himself there's no such thing as werewolves."
Troll 2 (1990),Utah,2.8,,"A vacationing family discovers that the entire town they're visiting is inhabited by goblins, disguised as humans, who plan to eat them."
Unrest (2006),Utah,5,,A young pathology med student suspects that the spirit of a dead cadaver in the hospital morgue where she works is killing off all those who handle or desecrate the body.
Urban Legends: Bloody Mary (2005),Utah,4.1,,"On a prom-night dare, a trio of high school friends chant an incantation, unleashing an evil spirit from the past with deadly consequences."
Vamp U (2011),Utah,3.9,,"Wayne Gretzky (no relation) is a vampire who can't grow his teeth. His impotence began when he inadvertently killed Mary Lipinsky, the love of his life, 300 years ago. To take his mind off the pain, he teaches college history - who better? Attempting to regain his full power, he enlists help from his friend and colleague, Dr. Levine (Gary Cole). Nothing works until a new semester brings freshman Chris Keller. She's a dead ringer for Mary and they have a lurid affair, while rumors fly around the campus. But it all sours when he turns Chris into a vampire and her newfound bloodlust spins out of control in a bloody rampage, making the rumors a little too real."
Blood Lodge (2012),Vermont,5.4,,"In the small town of Ten Acres, a group of friends take a weekend ski trip. During their trip, they find that the town is being over run by zombies. The group unites with other guests staying at the Ten Acres Lodge in Vermont."
Braid (2018),Vermont,5.2,,Two wanted women decide to rob their wealthy psychotic friend who lives in the fantasy world they created as children; to take the money they have to take part in a deadly perverse game of make believe.
Dug Up (2013),Vermont,6,,Chaos takes over a rural town after a trio of residents accidentally conjure a zombie outbreak.
Ghost Story (1981),Vermont,6.3,,"Two generations of men find themselves haunted by the presence of a spectral woman. When the son of one of the elderly men returns to his hometown after his brother's mysterious death, they attempt to unravel her story."
Ice Queen (2005),Vermont,3.1,,A plane carrying a frozen creature crashes into a ski resort causing an avalanche and trapping the guests. It's a fight for survival as the awakened creature goes on a bloody rampage through the lodge.
Killington (2024),Vermont,2.8,,"During a getaway to Killington, VT, a wellness influencer's weekend retreat with her Manhattan friends takes a sinister turn as tensions rise, and the creepy locals add to the unnerving atmosphere."
Red: Werewolf Hunter (2010),Vermont,4.3,,"The modern-day descendant of Little Red Riding Hood brings her fiancé home to meet her family and reveal their occupation as werewolf hunters, but after he is bitten by a werewolf, she must protect him from her own family."
The Neighbor (1993),Vermont,5.7,,"Boy loves mother who dies giving birth. Boy kills baby brother. 50 years later boy, now doctor, sells a neighboring house cheaply to a pregnant woman who looks like his mom and wants to be her doctor. Will he also kill her unborn son?"
The Spiral Staircase (1946),Vermont,7.3,,"In 1916, a shadowy serial killer is targeting women with ""afflictions""; one night during a thunderstorm, the mute Helen feels menaced."
The Stand (1994),Vermont,7.1,Multiple Locations,"After a deadly plague kills most of the world's population, the remaining survivors split into two groups - one led by a benevolent elder and the other by a malevolent being - to face each other in a final battle between good and evil."
The Tortured (2010),Vermont,5.4,,"An upper-middle-class couple's life is destroyed when their only child is kidnapped and killed. Obsessed with revenge, the couple seizes an opportunity to kidnap the killer."
The Ultimate Degenerate (1969),Vermont,5.4,,"With the help of his assistant, a psycho drugs, photographs and tortures women he meets through personal ads to find the ultimate degenerate. His latest target is a thrill-seeking lesbian."
The Whisperer in Darkness (2011),Vermont,6.5,,"Based on the H. P. Lovecraft story of the same name, a folklorist investigates reports of unusual creatures in Vermont only to uncover more than he bargained for"
The Witch in the Window (2018),Vermont,5.7,,"When Simon brings his twelve year-old son, Finn, to rural Vermont to help flip an old farmhouse, they encounter the malicious spirit of Lydia, a previous owner. And now with every repair they make - she's getting stronger."
The Yorkie Werewolf (2024),Vermont,5.8,,A rebellious teen witch is turned into a tiny werewolf and thrown into the middle of a decades-old war between one small town's creatures of the night - and the local mafia.
Transformations (1972),Vermont,6.1,,"A coven of witches gather in Vermont in a feminist collective’s transporting short that shakes off patriarchal scrutiny during the women’s ceremony, where they’re free to remake reality before our eyes. TRANSFORMATIONS creates an intoxicating alchemy from the witches’ interactions with nature: an attempt, as Hirschfeld remembers, to “use the act of filmmaking to heighten experience.”"
We Have Always Lived in the Castle (2018),Vermont,5.6,,"Merricat, Constance and their Uncle Julian live in isolation after experiencing a family tragedy six years earlier. When cousin Charles arrives to steal the family fortune, he also threatens a dark secret they've been hiding."
Werewolves Within (2021),Vermont,6,,Feature adaptation of the video game where werewolves attack a small town.
What Lies Beneath (2000),Vermont,6.6,,The wife of a university research scientist believes that her lakeside Vermont home is haunted by a ghost - or that she is losing her mind.
Dark August (1976),Vermont ,5,,"A man accidentally runs down a young girl and has a curse placed on him by the girl's father, an occultist. He goes to a spiritualist for help in fighting the curse."
Army of Frankensteins (2013),Virginia,3,,"A young man travels back in time, finding himself entrenched in the Civil War with an army of Frankensteins."
Ayuda (2018),Virginia,5.7,,"Leo and Tomas are two day laborers who are in need of a quick payday to provide for their families. When they are picked up for work by a suspicious individual, they quickly realize that their new employer may be hiding a deadly secret."
Bloody Summer Camp (2021),Virginia,4,,"In 1986, a group of counselors gather at Camp Trustfall to prepare for the new Summer. Soon after arriving, a killer wearing a devil mask begins killing them off one by one. Is this the boy from the camp legend or is it someone else with an axe to grind?"
Buttcrack (1998),Virginia,3.7,,"The gun-totin', Bible-thumpin' Preacher Man Bob must right the universal karma accidently set wrong when Brian inadvertantlty kills his obnoxious butt-cleavaged roommate, Wade."
Carver (2008),Virginia,4.5,,"Based on a true story, Carver depicts the real life events of five 20-something's that went camping in the mountain town of Halcyon Ridge and never returned."
Cherry Falls (2000),Virginia,5.2,,"In the small town of Cherry Falls, a psychotic murderer is killing off the virgins of the local high school."
Cry Wolf (2005),Virginia,5.9,,"Eight unsuspecting high school seniors at a posh boarding school, who delight themselves on playing games of lies, come face-to-face with terror and learn that nobody believes a liar - even when they're telling the truth."
Deathlands (2003),Virginia,3.5,,The one-eyed leader of a team of desert scavengers living in the post-apocalyptic United States returns to his home to get his revenge on his evil brother and stepmother who murdered his brother and father.
Donnie Darko (2001),Virginia,8,,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes."
Excision (2008),Virginia,6.9,,A neglected teen takes refuge in the dreams that used to haunt her and orchestrates a shocking plan to prove her worth to her disapproving parents.
Excision (2012),Virginia,6.1,,A disturbed and delusional high school student with aspirations of a career in medicine goes to extremes to earn the approval of her controlling mother.
Flowers in the Attic (1987),Virginia,5.7,,Children are hidden away in the attic by their conspiring mother and grandmother.
Flowers in the Attic (2014),Virginia,6.1,,"After the sudden death of their father, four children face cruel treatment from their ruthless grandmother."
For Sale By Owner (2009),Virginia,3.8,,A newly married couple buy property that not only has a link to the husband's past but also to the lost colony of Roanoke.
Grim (1996),Virginia,2.4,,"A team of spelunkers, when investigating a system of caves beneath a small town, come across a hideous creature that can move through walls."
He's Out There (2018),Virginia,5.3,,"On vacation at a remote lake house, a mother and her two young daughters must fight for survival after falling into a terrifying and bizarre nightmare conceived by a psychopath."
Hitcher in the Dark (1989),Virginia,5.1,,"Sick young man drives around in his daddy's camper, looking for lone stray females to kidnap, torture, rape, and murder."
House Hunting (2012),Virginia,5.1,,"2 families looking for a new home go to an isolated open house, but when they find a girl with no tongue, they soon discover they can't leave."
Keepsake (2010),Virginia,4.6,,"Beneath the world we know, a dangerous lesson is being learned-monsters aren't born...they're made. Janine is a young woman on her way to a new life. But when a freak accident strands her on a deserted highway, a call for help soon becomes a fight for survival. Stalked and tormented by a psychotic tow truck driver, Janine soon finds herself trapped in a world of torture and depravity. Imprisoned in a cellar and given only thirty days to live, Janine must contend with both the ghosts of her past and the demons of her present in an effort to survive."
Making Contact (1985),Virginia,4.7,,"Believing to be able to communicate with his deceased father, a young boy develops psychic powers where he uses them to try to stop supernatural forces threatening his family and friends, especially a possessed ventriloquist dummy."
Mama (2013),Virginia,6.2,,"After a young couple take in their two nieces, they suspect that a supernatural spirit named Mama has latched onto their family."
Metamorphosis (1990),Virginia,4,,An anti-aging serum is being developed by a scientist. When he loses his funding he uses it on himself with dire results.
Milfs vs. Zombies (2015),Virginia,2.7,,A group of moms celebrating ladies' night are forced to fight for their lives when their quiet town is overrun by a hungry horde of flesh-eating corpses.
Night Killer (1990),Virginia,4.3,,A surviving amnesiac victim of a serial killer is terrorized while the police works with a psychiatrist to bring him to justice and stop the crime wave.
Night of Something Strange (2016),Virginia,4.9,,"Teenage friends out for beach week get unexpectedly detoured to a isolated motel where a deadly STD virus now runs rampant, turning those infected into the living dead."
Omen IV: The Awakening (1991),Virginia,3.9,,"Two attorneys adopt a mysterious orphan girl as their daughter, unaware she is the new Antichrist, next in line to Damien Thorn."
Plan 9 (2015),Virginia,4,,"Plan 9 is the story of Nilbog, a small town with a big story. The beginning of an invasion! However, instead of lasers, space ships, and epic force, these aliens have a different plan for the inhabitants of Earth. To resurrect their dead as their own army set with but one goal… To wipe out all mankind! Only the townsfolk on this Halloween night stand in the way of total domination. From the police department, to those trapped in a convenient store, and even those trying to stay alive in the streets, this night will decide the fates of all who walk the planet and thought they were the top of the food chain."
Pungo: A Witch's Tale (2020),Virginia,4.2,,A burned-out ex-Navy SEAL and an emotionally-damaged firefighter work together as handymen in Tidewater Virginia. Things turn surreal when a simple renovation job becomes a journey to another world to rescue their client from a trans-dimensional witch bent on revenge in this imaginative take on Grace Sherwood-the Witch of Pungo.
Ravage (2019),Virginia,5,,"Alone in the woods, nature photographer Harper witnesses a violent crime. After being captured by the culprits, she uses her survivalist skills to try and make it out alive."
Return of the Slasher Nurse (2019),Virginia,4.4,,"6 years after a group of friends went missing on a trip to a cabin in the woods, Kara, the younger sister of Aeron, is still determined to find out what happened to her older sister. After hearing the news of the investigating detective's retirement, Kara becomes more determined than even to take things into her own hands. With the help of another missing cabin members sibling, they set off a chain of events that gives them exactly what they asked for; the return of the Slasher Nurse. Be careful what you ask for."
Skeleton Key 3 Part 2 (2017),Virginia,4.9,,"Boobs, Blood, and Music numbers! That's right. Skeleton Key is back for its final installment. Join Howard as he ventures through notes and nipples coming up against monsters and zombies again and again. Joined by Nicopernicus, Arbuckle, Guy, Codo, and Mandy, Howard must fix the world of its monster infestation that have escaped the town borders of Nilbog!"
Staunton Hill (2009),Virginia,3.7,,"When a group of hikers take off for a weekend of fun and adventure in remote mountain region, they unwittingly stumble across the Staunton family - for whom the hill is named - and find themselves at the mercy of a depraved, diabolical brood that will stop at nothing to rid their property of these “trespassers.” The only law on Staunton’s Hill is the law of the Stauntons…and, in this case, the penalty for defying that law is death."
The Autopsy of Jane Doe (2016),Virginia,6.8,,"A father and son, both coroners, are pulled into a complex mystery while attempting to identify the body of a young woman, who was apparently harboring dark secrets."
The Feeding (2006),Virginia,3,,"High in the Appalachian Mountains and under a full moon, a creature begins the hunt for its oldest and most dangerous prey: Man."
The Pact (1995)/(2013),Virginia,4.7,,"Andrea Graves inherits her grandmother's nineteenth century oceanfront home, and with it a terrible, deadly secret. Tension builds and bodies pile up as ghosts from the past begin to haunt Andrea's present life. Andrea soon realizes that there is only one way to stop the madness: she must complete THE PACT."
The Redeemer: Son of Satan! (1978),Virginia,5.1,,"Six people are trapped within the confines of their old high school during their 10th high school reunion with a psychotic, masked preacher who kills them off for their sinful lives they have made for themselves."
The Satan Killer (1993),Virginia,3.8,,"Widowed, alcoholic cop teams up with an old private detective to catch a laughing serial killer who rides Harleys."
The Towel Man (2021),Virginia,1.5,,A serial rapist terrorizes a small town and becomes infamously known as the Towel Man.
The Vampires of Zanzibar (2010),Virginia,5.8,,"Paul Lewis is a high school senior in Zanzibar, VA with not a care in the world... or so it seems... until he finds out he is a half breed vampire. Together with his father and new girlfriend Laney, they must fight off evil vampires to save humankind in one intense night."
The Washingtonians (2007),Virginia,5.5,,"A family man unearths an old letter, claiming that historical figure George Washington was a cannibal, and that a colonial-era reenactment group may be upholding that way of life."
The Watermen (2012),Virginia,3.1,,A clan of watermen capture a crew of sport fishermen who must then fight for their lives.
Wrong Turn (2021),Virginia,5.4,,"Friends hiking the Appalachian Trail are confronted by 'The Foundation', a community of people who have lived in the mountains for hundreds of years."
13 Eerie (2013),Washington,4.5,,Six forensic undergrads embark on a scientific expedition to a remote island that was once used as illegal biological testing grounds for life-term prisoners.
American Gothic (1987),Washington,5.8,,"After their seaplane malfunctions, a group of travelers make an emergency landing on an island in the Pacific Northwest and stumble across an isolated and psychopathic family."
American Psycho II: All American Girl (2002),Washington,3.7,,A girl named Rachael Newman has developed a taste for murder and will stop at nothing to become a college professor's assistant.
Antichrist (2009),Washington,6.5,,"A grieving couple retreat to their cabin in the woods, hoping to repair their broken hearts and troubled marriage, but nature takes its course and things go from bad to worse."
Asylum Blackout (2011),Washington,5.6,,A group of cooks at an asylum for the criminally insane get locked in with the inmates during a massive thunderstorm.
Bad Moon (1996),Washington,5.8,,"Full, crescent, quarter - each is a Bad Moon for Ted Harrison. By day, he's a photojournalist visiting family in the Pacific Northwest. By night, he transfigured into a horrific half-human - a werewolf."
Big Legend (2018),Washington,4.5,,An ex-soldier ventures into the Pacific Northwest to uncover the truth behind his fiance's disappearance.
Bigfoot vs. D.B. Cooper (2014),Washington,1.3,,When several young hunters arrive at a secluded lodge in the Pacific Northwest little do they know that they will become the hunted.
Black Circle Boys (1997),Washington,4.8,,"All-American Kyle is the newest initiate of the Black Circle Boys, an underworld society of gothic groupies whose primary interests are creating mayhem and studying the Occult. By the time he realizes he's in over his head, it may be too late!"
Bloody Mary (2007),Washington,3.4,,"When a group of psychiatric hospital nurses invoke the spirit of Bloody Mary – a supposed urban myth – the slaughter begins. The legend is real, her vengeance is fatal, and to free her, all you have to do is say her name."
Campers (2019),Washington,7.6,,A family is attacked by a cloaked man on there camping trip.
Class of 1999 (1990),Washington,5.9,,"Three ex-military robots are reprogrammed as teachers and secretly placed in a school where most students are part of organized gangs. They begin to respond violently to unruly students, and their military training starts to take over."
Cry for the Strangers (1982),Washington,4.7,,A psychiatrist and his wife move into a quaint coastal town only to discover that a sinister presence is lurking there.
Deadly Descent: The Abominable Snowman (2013),Washington,2.9,,Friends go on a snowy adventure and come face to face with a deadly creature.
Death Note (2017),Washington,4.5,,"A high school student named Light Turner discovers a mysterious notebook that has the power to kill anyone whose name is written within its pages, and launches a secret crusade to rid the world of criminals."
Deer Woman (2005),Washington,6.4,,"A harried, burned-out cop believes that a recent string of murders prove that the murderer might be a deer-like creature in the form of a beautiful woman right from a local Native American folklore legend."
Devour (2005),Washington,4.7,,"Revolves around a character named Jake Gray and his friends that have been playing a deadly game called ""The Pathway"", which eventually spirals out of control and threatens a worldwide epidemic of violence."
Disturbing Behavior (1998),Washington,5.6,,"The new kid in Cradle Bay, Washington stumbles across something sinister about the town's method of transforming its unruly teens into upstanding citizens."
Embrace of the Vampire (2013),Washington,4.1,,"Charlotte, a timid and sheltered teen, has just left an all-girls Catholic school for a new life at a co-ed university. But an ancient evil has followed her here, tormenting her with disturbing nightmares and tempting her with forbidden desires."
Even Lambs Have Teeth (2015),Washington,5.1,,Two young women terrorized by a group of small town psychos seek revenge on their tormentors.
Extraterrestrial (2014),Washington,5,,A group of friends on a weekend trip to a cabin in the woods find themselves terrorized by alien visitors.
Fear (1996),Washington,6.2,,"When Nicole met David; handsome, charming, affectionate, he was everything. It seemed perfect, but soon she sees that David has a darker side. And his adoration turns to obsession, their dream into a nightmare, and her love into fear."
Ghost Storm (2012),Washington,3.7,,An action packed chase led by Hal and Ashley to save the people on this small island from a strange electrical storm which is led by angry souls from a mass suicide looking for revenge.
Gory Gory Hallelujah (2003),Washington,4.1,,"Four actors compete for the role of Jesus - a black revolutionary, a bisexual hippie, a Jew, and a feminist. When all four are rejected, they hit the road on bad-ass motorcycles, bound for glory in New York City. But when a run-in with a gang of Elvises ends in murder, they find themselves taken prisoner in a little town called Jackville - where folk don’t take kindly to blasphemers. The Jesuses fall prey to an evil conspiracy that can only lead to the Apocalypse."
Handjob Cabin (2015),Washington,7.7,,"4 friends descend on a log cabin for a weekend of fun, but an ominous sexually frustrated presence resides within."
Heart Eyes (2025),Washington,6.1,,"For the past several years, the ""Heart Eyes Killer"" has wreaked havoc on Valentine's Day by stalking and murdering romantic couples. This Valentine's Day, no couple is safe."
Holiday Hell (2019),Washington,4.4,,"A mysterious shopkeeper narrates four horror tales, each set during a different holiday."
Hollow Man II (2006),Washington,4.4,,A Seattle detective and a biologist are on the run from a dangerous invisible assassin gone rogue.
Horns (2013),Washington,6.5,,"In the aftermath of his girlfriend's mysterious death, a young man awakens to find strange horns sprouting from his forehead."
House of the Dead (2003),Washington,2,,"A group of college students travels to a mysterious island to attend a rave, which is soon taken over by bloodthirsty zombies."
House of the Dead 2 (2005),Washington,3.7,,"A virus breaks out at a university and people start to become zombies. After 29 days, a team of AMS scientists and soldiers are sent in to deal with the problem. But while they search, things go wrong."
Hunting Grounds (2015),Washington,3.7,,"A father, his son and two old friends arrive at an isolated family cabin for a weekend of hunting. A trip deep into the forest looking for wild game uncovers a tribe of Sasquatch that are determined to protect their land."
Jenifer (2005),Washington,6.3,,"While parked in a remote spot, eating lunch with his partner, Detective Frank Spivey saves a disfigured woman named Jennifer from being killed by a deranged homeless man. He feels sorry for Jennifer, and takes her from an insane asylum and brings her home. Frank becomes obsessed with Jennifer, feeling lust and attraction for her. When he realises there's more to her, he moves with her to an isolated old cabin in the woods, with tragic consequences."
Knights of Badassdom (2013),Washington,5.6,,Live-action role players conjure up a demon from Hell by mistake and they must deal with the consequences.
Lovers Lane (1999),Washington,4.2,,A man who committed a series of murders thirteen years ago begins to hunt down his victims' children.
M3GAN (2022),Washington,6.4,,A robotics engineer at a toy company builds a life-like doll that begins to take on a life of its own.
Malignant (2021),Washington,6.3,,"Madison is paralyzed by shocking visions of grisly murders, and her torment worsens as she discovers that these waking dreams are in fact terrifying realities."
Meadowoods (2010),Washington,3.5,,"In a sleepy and uneventful small town, three college students, bored and desperate to make their mark, plot a savage and merciless murder."
Mine Games (2012),Washington,5.3,,"A group of young friends make an incomprehensible discovery in an abandoned mine, but the more they try to change the future, the more they seal their fate."
Night of the Beast (1993),Washington,3.2,,"Lovely young starlets, auditioning for an upcoming low-budget horror flick, are kidnapped and locked up by a skull-faced movie producer."
One Remains (2019),Washington,3.3,,"When a group of filmmakers trek deep into the woods to investigate a missing persons case, they inadvertently start a chain of events that lead to horrific consequences."
Pick Me Up (2006),Washington,6.4,,"In the middle of nowhere, with only a two-lane highway to connect it to anywhere, a recently divorced woman traveler, who's a passenger on a bus that has broken down, gets caught in a bizarre and violent turf war between serial killers."
Prom Car '91 (2022),Washington,8,,"Carrie and Don plan to have sex for the first time in the back of Don's dad's minivan. But when they witness a murder outside the car, their night takes a sharp turn."
Rapture-Palooza (2013),Washington,5.2,,Two teens battle their way through a religious apocalypse on a mission to defeat the Antichrist.
Return of the Living Dead: Necropolis (2005),Washington,3.3,,"A group of teenagers, in an attempt to rescue their friend from an evil corporation, end up inadvertently releasing a horde of bloodthirsty zombies."
Roboshark (2015),Washington,3,,A great white bites a UFO aircraft in the Pacific and turns into a robo/shark hybrid.
Rose Red (2002),Washington,6.7,,"A college professor and a team of psychics investigate an old abandoned house. Hoping to explain some of the mysterious deaths on the property, the psychics stay in the mansion, but unleash a terrifying force that threatens to destroy all."
Run (2020),Washington,6.7,,A homeschooled teenager begins to suspect her mother is keeping a dark secret from her.
Saint Sinner (2002),Washington,4.1,,"In 1815 a monk, Tomas Alcala, unwittingly unleashes two female succubi, Munkar and Nakir, upon an unsuspecting 21st century. He is chosen by God to travel through the centuries and stop the demons' rampage."
Sightless (2020),Washington,5.5,,"After an attack renders her blind, Ellen Ashland withdraws from the world to recover. But soon she plunges into paranoia, unable to convince anyone that her assailant has returned to terrorize her by hiding in plain sight."
Spooky House (2001),Washington,5.2,,"Max is a lonely, recently orphaned young boy who is frequently bullied by his classmates. One night after accepting a dare, Max wanders into a mysterious mansion, where he meets the Great Zamboni, an eccentric magician."
Ten Minutes to Midnight (2020),Washington,4.5,,"Bitten by a rabid bat, a late-night radio host terrorizes her co-workers as she slowly transforms into a vampire."
The Absent (2011),Washington,3.3,,A High School teacher falls for his prize student and loses his mind.
The Babysitter (1980),Washington,5.8,,"Spoiled twelve-year-old Tara's new best friend from next-door gets hired as a live-in babysitter, but things soon go horribly wrong when Tara's mom starts hitting the bottle and fighting with her dad."
The Beast (1996),Washington,5.9,,"Mysterious things happen at the coast of Graves Point: An empty boat lies at the shore, divers vanish. The sea biologist Dr. Talley thinks he knows the solution of the mystery: In the depth there is a gigantic squid."
The Black Water Vampire (2014),Washington,4.2,,"A documentary film crew investigates a series of brutal killings known as the Black Water murders. As they delve deeper into the story they stumble upon a horrifying secret, one that they may not survive."
The Changeling (1980),Washington,7.2,,"After the death of his wife and daughter in a car crash, a music professor staying at an old mansion is dragged into a decades old murder of a child by an inexplicable presence in the mansion's attic."
The Deliberate Stranger (1986),Washington,7.3,Multiple Locations,"The story of serial killer, Ted Bundy."
The Diary of Ellen Rimbauer (2003),Washington,5.4,,The wife of an oil tycoon becomes engrossed in the sinister evil residing within her Seattle mansion home.
The Geek (1971),Washington,2.7,,Some Green Peacers go into the woods to celebrate nature; then Bigfoot shows up and rapes them.
The Hive (2014),Washington,5.2,,A young man suffering from amnesia must dig deep into the far reaches of his mind to remember who he is and save the love of his life before a virus that has infected him takes over.
The Hollow (2015),Washington,3.6,,"Something happens when Sarah, Marley and Emma visit their aunt Cora. A strange creature is killing people one by one. The only way to survive from the creature: to hide until dawn."
The House That Jack Built (2018),Washington,6.8,,"In five episodes, failed architect and vicious sociopath Jack recounts his elaborately orchestrated murders -- each, as he views them, a towering work of art that defines his life's work as a serial killer in the Pacific Northwest."
The Necro Files (1997),Washington,4,,"A cannibal rapist rises from the grave as a flesh-eating zombie sex maniac. Two Seattle cops, a satanic cult and a flying demon fetus try to stop the lust-crazed ghoul before he can kill again."
The Night Strangler (1973),Washington,7.3,,A reporter hunts down a 144-year old alchemist who is killing women for their blood.
The Oregonian (2011),Washington,4.1,,A woman leaves the farm and enters the unknown.
The Ring (2002),Washington,7.1,,A journalist must investigate a mysterious videotape which seems to cause the death of anyone one week to the day after they view it.
The Stepfather (1987),Washington,6.8,,"After murdering his entire family, a man marries a widow with a teenage daughter in another town and prepares to do it all over again."
The Tall Man (2012),Washington,5.9,,"When her child goes missing, a mother looks to unravel the legend of the Tall Man, an entity who allegedly abducts children."
The Unknown (2005),Washington,3.5,,"When a group of poachers are found dead in the deep forests of the Pacific Northwest, a mob of revenge hungry hunters pursue the beast while four high school seniors try to save it."
The Wicker Man (2006),Washington,3.7,,"A sheriff investigating the disappearance of a young girl from a small island discovers there's a larger mystery to solve among the island's secretive, neo-pagan community."
They Reach (2020),Washington,4.2,,"In 1979, a young girl stumbles upon a possessed tape player. She unknowingly unleashes a demonic entity that haunts her family while slowly dragging the small town of Clarkston to Hell."
Totally Killer (2023),Washington,6.5,,"When the infamous ""Sweet Sixteen Killer"" returns 35 years after his first murder spree to claim another victim, 17-year-old Jamie accidentally travels back in time to 1987, determined to stop the killer before he can start."
Twin Peaks: Fire Walk with Me (1992),Washington,7.3,,"Laura Palmer's harrowing final days are chronicled one year after the murder of Teresa Banks, a resident of Twin Peaks' neighboring town."
V for Vengeance (2022),Washington,4.1,,"After learning that their younger sibling escaped an earlier kidnapping attempt that also killed their parents, two estranged sisters must join forces to rescue her from a group of bloodthirsty vampires."
Vindicta (2023),Washington,4.3,,"When a city is terrorized by a sadistic serial killer, a seasoned detective and a newly recruited paramedic discover the key to stopping the bloodshed lies in unlocking the truth of their own haunted pasts."
White Noise (2005),Washington,5.5,,An architect's desire to speak with his wife from beyond the grave becomes an obsession with supernatural repercussions.
Wood Witch: The Awakening (2020),Washington,3.6,,"Two couples on a camping trip stumble onto a local urban legend, inadvertently awakening a sleeping demon."
ZMD: Zombies of Mass Destruction (2010),Washington,5,,"Life is wonderful for the people in the quiet, island town of Port Gamble....until a zombie virus outbreak!"
The Night of the Hunter (1955),West Virgina,8,,"A self-proclaimed preacher marries a gullible widow whose young children are reluctant to tell him where their real dad hid the $10,000 he'd stolen in a robbery."
Blood Creek (2009),West Virginia,5.3,,A man and his brother on a mission of revenge become trapped in a harrowing occult experiment dating back to the Third Reich.
Crackcoon (2024),West Virginia,3.8,,"A raccoon ingests a discarded synthetic drug and mutates into a vicious killer. It rampages through a mountain community, threatening campers, tourists, and residents. No one is safe from the monstrous raccoon's violent onslaught."
Dark Harvest (2004),West Virginia,2.7,,"A group of teenagers go to an inherited family farm, only to be attacked by a killer scarecrow."
Everyone Must Die! (2012),West Virginia,4.5,,"When it comes to your town, no one can run, no one can hide, EVERYONE MUST DIE! A pattern of similar killings occurs, leaving small towns aghast with grief and suspicion. When the massacre left Kyle's sister in the coroner's office, he vowed to solve the mystery behind the gruesome pattern of slaughter and find out where this seemingly death-proof killer will strike next. Join us as this tale of gore spreads from town to town, person to person, and blade to blade, leaving nobody safe, because, after all... EVERYONE MUST DIE!"
Hellboy: The Crooked Man (2024),West Virginia,4.5,,"Hellboy and a rookie B.P.R.D. agent in the 1950s are sent to the Appalachians, where they discover a remote community dominated by witches and led by the sinister local demon, the Crooked Man."
Leaving D.C. (2012),West Virginia,6.1,,"After 20 years of living in Washington, D.C., Mark Klein seeks much-needed solace by moving to the remote wilds of West Virginia. To ease his loneliness, he sends regular video updates to members of his OCD-support group back in the city. But Mark gradually realizes that despite his new, isolated setting, he may not be alone. From the endless woods surrounding his home, something else is watching."
Mercy (2014),West Virginia,5,,A single mom and her two boys help take care of their grandmother with mystical powers.
Mothman (2010),West Virginia,3.4,,A group of friends band together to hide the truth about a mutual friend's tragic death. They soon discover that an evil entity is in pursuit of them.
Plasterhead (2006),West Virginia,3.4,,"Headed to Miami to celebrate winter break, four college students from New Jersey take a detour into the bowels of rural West Virginia. The unwitting friends will uncover a grotesque legend that stains the fabric of a sleepy backwoods town."
Razorteeth (2005),West Virginia,2.3,,People full of problems...a lake full of piranha!
Silent Hill (2006),West Virginia,6.6,,"A woman, Rose, goes in search for her adopted daughter within the confines of a strange, desolate town called Silent Hill."
Silent Hill: Revelation (2012),West Virginia,4.9,,"When her adoptive father disappears, Sharon Da Silva is drawn into a strange and terrifying alternate reality that holds answers to the horrific nightmares that have plagued her since childhood."
Skeleton Key 2: 667 Neighbor of the Beast (2008),West Virginia,1.3,,"If you dare take this trip across that bridge and into the town of nightmares be prepared for what awaits you! BLOOD! BOOBS! And MUSIC NUMBERS! Oh yes, songs about soiling yourself and being left for dead will haunt your very dreams. Do not wait, buy this film and see if you can stand the horror! Feel the TERROR - for this film is presented in shocking 2-D! But know this; as you descend into chaos...We warned you!"
The Mothman Curse (2014),West Virginia,2.9,,"An Ancient Evil Unleashed. A supernatural thriller based on the terrifying legend of The Mothman. Rachel and Katy work together in a large, empty museum"
The Mothman of Point Pleasant (2017),West Virginia,6,,"Learn the terrifying, true story about thirteen months that changed history! In November of 1966 a car full of kids encountered a creature unlike anything they'd ever seen before. In the weeks and months to follow, the monster (now known as The Mothman) was sighted again and again on country roads and around the state of West Virginia."
