"","title","state","rating","multiple_locations","description","year","word_count","year_bin","ai_info","gpt_41_primary_sub_genre","gpt_41_secondary_sub_genre","gpt_41_tertiary_sub_genre","gpt_41_protagonist_type","gpt_41_antagonist_type","gpt_41_protagonist_gender","gpt_41_antagonist_gender","gpt_41_protagonist_age","gpt_41_antagonist_age","gpt_41_setting_time","gpt_41_setting_location"
"4149","Rush Week","California",5,FALSE,"Toni, a journalism student, transfers to a new college, where several female students begin to disappear under suspicious circumstances. She decides to investigate, which makes her the mysterious killer's prime target.",1989,31,"x80_90","The movie is ""Rush Week"" filmed in 1989. This is the IMDb summary: Toni, a journalism student, transfers to a new college, where several female students begin to disappear under suspicious circumstances. She decides to investigate, which makes her the mysterious killer's prime target.","slasher","madness","phobia","human","human","female","unknown","18-30","18-30","present","small town"
"4150","Ryde","California",4.9,FALSE,"Technology brings us closer. Or perhaps it brings strangers, a little too close. But how much can you really trust someone? With a new ride share service, you never know who you'll be getting in a car with. Or if you'll ever get out.",2017,44,"x10_20","The movie is ""Ryde"" filmed in 2017. This is the IMDb summary: Technology brings us closer. Or perhaps it brings strangers, a little too close. But how much can you really trust someone? With a new ride share service, you never know who you'll be getting in a car with. Or if you'll ever get out.","slasher","phobia","madness","human","human","female","male","18-30","30-50","present","big city"
"4151","Sabretooth","California",3.4,FALSE,"Scientists create a genetically engineered sabretooth cat and must hunt it down after it escapes and begins eating innocent people.",2002,20,"x00_10","The movie is ""Sabretooth"" filmed in 2002. This is the IMDb summary: Scientists create a genetically engineered sabretooth cat and must hunt it down after it escapes and begins eating innocent people.","neo-monsters","nature","sci-fi and aliens","human","non-human entity","male","androgynous","30-50","unknown","present","rural"
"4152","Sacrilege","California",4.1,FALSE,"A witch uses her powers to seduce a handsome young man.",1971,11,"x70_80","The movie is ""Sacrilege"" filmed in 1971. This is the IMDb summary: A witch uses her powers to seduce a handsome young man.","witches","madness","phobia","human","non-human entity","male","female","18-30","30-50","present","rural"
"4153","Safer at Home","California",3.8,FALSE,"Two years into the pandemic, a group of friends throw a wild online party. After taking ecstasy, things go terribly wrong and the safety of their homes becomes more terrifying than the raging chaos outside.",2021,35,"over_20","The movie is ""Safer at Home"" filmed in 2021. This is the IMDb summary: Two years into the pandemic, a group of friends throw a wild online party. After taking ecstasy, things go terribly wrong and the safety of their homes becomes more terrifying than the raging chaos outside.","phobia","madness","found footage","human","human","unknown","unknown","18-30","18-30","future","house"
"4154","Saltwater","California",3.5,FALSE,"A group of lifeguards attempt to kill an atomic shark that is terrorizing the coast of San Diego.",2016,18,"x10_20","The movie is ""Saltwater"" filmed in 2016. This is the IMDb summary: A group of lifeguards attempt to kill an atomic shark that is terrorizing the coast of San Diego.","giant creatures","sci-fi and aliens","nature","human","non-human entity","unknown","androgynous","18-30","unknown","present","big city"
"4155","Sand Sharks","California",2.6,FALSE,"The residents of a small town team up to kill a group of evolved sharks that can swim in sand, and are terrorizing local beaches.",2011,25,"x10_20","The movie is ""Sand Sharks"" filmed in 2011. This is the IMDb summary: The residents of a small town team up to kill a group of evolved sharks that can swim in sand, and are terrorizing local beaches.","neo-monsters","nature","horror comedy","human","non-human entity","male","androgynous","18-30","unknown","present","small town"
"4156","Sands of Oblivion","California",3.7,FALSE,"An archaeologist couple and an Iraq War veteran discover that secrets can't stay buried forever after unearthing a 1923 replica of ancient Egypt.",2007,23,"x00_10","The movie is ""Sands of Oblivion"" filmed in 2007. This is the IMDb summary: An archaeologist couple and an Iraq War veteran discover that secrets can't stay buried forever after unearthing a 1923 replica of ancient Egypt.","classic and mythological","neo-monsters","folk horror","human","non-human entity","female","androgynous","30-50","unknown","present","rural"
"4157","Satan's Cheerleaders","California",4,FALSE,"The janitor at a local high school is actually the scout for a coven of Satanists on the lookout for a virgin to sacrifice. One day he kidnaps the cheerleading squad to use for their rituals. However, unbeknownst to the devil-worshipers, one of the cheerleaders is actually a witch, and has plans of her own for the Satanists.",1977,59,"x70_80","The movie is ""Satan's Cheerleaders"" filmed in 1977. This is the IMDb summary: The janitor at a local high school is actually the scout for a coven of Satanists on the lookout for a virgin to sacrifice. One day he kidnaps the cheerleading squad to use for their rituals. However, unbeknownst to the devil-worshipers, one of the cheerleaders is actually a witch, and has plans of her own for the Satanists.","witches","devils, demons, and hell","slasher","human","human","female","male","18-30","30-50","present","small town"
"4158","Satan's Princess","California",3.7,FALSE,"A down-on-his-luck cop runs into harder times when he is searching for a missing woman.",1989,18,"x80_90","The movie is ""Satan's Princess"" filmed in 1989. This is the IMDb summary: A down-on-his-luck cop runs into harder times when he is searching for a missing woman.","slasher","devils, demons, and hell","madness","human","human with extra powers","male","female","30-50","30-50","present","big city"
"4159","Satan's School for Girls","California",5.3,FALSE,"A young woman investigating her sister's suicide at a private girls' school finds herself battling a Satanic cult.",1973,18,"x70_80","The movie is ""Satan's School for Girls"" filmed in 1973. This is the IMDb summary: A young woman investigating her sister's suicide at a private girls' school finds herself battling a Satanic cult.","witches","devils, demons, and hell","phobia","human","non-human entity","female","androgynous","18-30","unknown","present","house"
"4160","Satanic","California",3,FALSE,"After surviving a car wreck, a young girl wakes with no memory and must figure out why people around her are mysteriously dying.",2006,23,"x00_10","The movie is ""Satanic"" filmed in 2006. This is the IMDb summary: After surviving a car wreck, a young girl wakes with no memory and must figure out why people around her are mysteriously dying.","possession","madness","devils, demons, and hell","human","non-human entity","female","androgynous","18-30","unknown","present","big city"
"4161","Satanic","California",3.6,FALSE,"Four friends on their way to Coachella stop off in Los Angeles to tour true-crime occult sites, only to encounter a mysterious young runaway who puts them on a terrifying path to ultimate horror.",2016,35,"x10_20","The movie is ""Satanic"" filmed in 2016. This is the IMDb summary: Four friends on their way to Coachella stop off in Los Angeles to tour true-crime occult sites, only to encounter a mysterious young runaway who puts them on a terrifying path to ultimate horror.","devils, demons, and hell","classic and mythological","phobia","human","non-human entity","female","androgynous","18-30","unknown","present","big city"
"4162","Sator","California",5.2,FALSE,"Secluded in a desolate forest, a broken family is observed by Sator, a supernatural entity who is attempting to claim them.",2019,21,"x10_20","The movie is ""Sator"" filmed in 2019. This is the IMDb summary: Secluded in a desolate forest, a broken family is observed by Sator, a supernatural entity who is attempting to claim them.","folk horror","ghost and spirits","phobia","human","non-human entity","male","androgynous","30-50","unknown","present","forest"
"4163","Saturday the 14th Strikes Back","California",3.1,FALSE,"Eddie and his family have just inherited a spooky wreck of a house. What they do not know about the house is that it was built over an evil passage way, but they are soon to discover the wacky evil it releases.",1988,42,"x80_90","The movie is ""Saturday the 14th Strikes Back"" filmed in 1988. This is the IMDb summary: Eddie and his family have just inherited a spooky wreck of a house. What they do not know about the house is that it was built over an evil passage way, but they are soon to discover the wacky evil it releases.","horror comedy","haunted house","classic and mythological","human","non-human entity","male","androgynous","under 18","unknown","present","house"
"4164","Savage Abduction","California",3.4,FALSE,"A sexual pervert murders a businessman's wife, then blackmails the businessman into procuring young girls for him to torture and kill. The businessman hires a biker gang to kidnap two young girls for that purpose.",1973,35,"x70_80","The movie is ""Savage Abduction"" filmed in 1973. This is the IMDb summary: A sexual pervert murders a businessman's wife, then blackmails the businessman into procuring young girls for him to torture and kill. The businessman hires a biker gang to kidnap two young girls for that purpose.","torture","slasher","backwoods horror","human","human","male","male","30-50","30-50","present","rural"
"4165","Sawbones","California",4.6,FALSE,"An edgy, terrifying tale about an intern who failed medical school... but never gave up surgery.",1995,16,"x90_00","The movie is ""Sawbones"" filmed in 1995. This is the IMDb summary: An edgy, terrifying tale about an intern who failed medical school... but never gave up surgery.","slasher","madness","torture","human","human","female","male","18-30","18-30","present","big city"
"4166","Scalps","California",4,FALSE,"A group of archeological students venture on Indian land for a dig. Unfortunately, they release an evil spirit who possesses one of them and starts killing the others.",1983,28,"x80_90","The movie is ""Scalps"" filmed in 1983. This is the IMDb summary: A group of archeological students venture on Indian land for a dig. Unfortunately, they release an evil spirit who possesses one of them and starts killing the others.","possession","slasher","ghost and spirits","human","possessed human","female","androgynous","18-30","18-30","present","rural"
"4167","Scanner Cop","California",5.5,FALSE,"Sam Staziak, a rookie cop with the Los Angeles Police Department, is also a 'scanner' (psionic). When a string of murders begins to decimate the police department, Sam faces sensory overload and possible insanity as he uses his powers to hunt the man responsible for the killings.",1994,47,"x90_00","The movie is ""Scanner Cop"" filmed in 1994. This is the IMDb summary: Sam Staziak, a rookie cop with the Los Angeles Police Department, is also a 'scanner' (psionic). When a string of murders begins to decimate the police department, Sam faces sensory overload and possible insanity as he uses his powers to hunt the man responsible for the killings.","madness","slasher","supernatural power","human with extra powers","human","male","male","18-30","30-50","present","big city"
"4168","Scarecrow Gone Wild","California",3.1,FALSE,"College mischief spins out of control unleashing a horrifying scarecrow who terrorizes a resort town during Spring Break.",2004,18,"x00_10","The movie is ""Scarecrow Gone Wild"" filmed in 2004. This is the IMDb summary: College mischief spins out of control unleashing a horrifying scarecrow who terrorizes a resort town during Spring Break.","neo-monsters","slasher","phobia","human","non-human entity","male","androgynous","18-30","unknown","present","small town"
"4169","Scared to Death","California",4.2,FALSE,"An ex-cop, now working as a hack novelist, is called out of retirement to help investigate a string of deaths that appear to be the work of a serial killer but soon are revealed to be the work of the Syngenor - the synthesized genetic organism!",1980,46,"x80_90","The movie is ""Scared to Death"" filmed in 1980. This is the IMDb summary: An ex-cop, now working as a hack novelist, is called out of retirement to help investigate a string of deaths that appear to be the work of a serial killer but soon are revealed to be the work of the Syngenor - the synthesized genetic organism!","neo-monsters","slasher","sci-fi and aliens","human","non-human entity","male","androgynous","30-50","unknown","present","big city"
"4170","Scary or Die","California",4,FALSE,"Five complete strangers attempt to escape a gruesome demise by a clown that feeds upon human flesh.",2012,17,"x10_20","The movie is ""Scary or Die"" filmed in 2012. This is the IMDb summary: Five complete strangers attempt to escape a gruesome demise by a clown that feeds upon human flesh.","slasher","cannibal","neo-monsters","human","non-human entity","unknown","androgynous","18-30","unknown","present","unknown"
"4171","Schizoid","California",5,FALSE,"An advice columnist in the midst of getting a divorce begins receiving threatening notes from an anonymous stalker. Meanwhile, members of her group therapy session are being murdered by an unknown assailant.",1980,32,"x80_90","The movie is ""Schizoid"" filmed in 1980. This is the IMDb summary: An advice columnist in the midst of getting a divorce begins receiving threatening notes from an anonymous stalker. Meanwhile, members of her group therapy session are being murdered by an unknown assailant.","slasher","madness","phobia","human","human","female","unknown","30-50","unknown","present","big city"
"4172","Schlock","California",5.7,FALSE,"A small town is terrorized by ""The Banana Killer"", which turns out to be the missing link between man and ape.",1973,21,"x70_80","The movie is ""Schlock"" filmed in 1973. This is the IMDb summary: A small town is terrorized by ""The Banana Killer"", which turns out to be the missing link between man and ape.","neo-monsters","horror comedy","small creatures","human","non-human entity","male","androgynous","30-50","unknown","present","small town"
"4173","Schoolgirls in Chains","California",4.8,FALSE,"Two deranged brothers, who are under the domineering influence of their crazed mother, kidnap young girls and keep them captive in chains in their basement, where they subject them to depraved ""games"" that often end in torture and murder.",1973,39,"x70_80","The movie is ""Schoolgirls in Chains"" filmed in 1973. This is the IMDb summary: Two deranged brothers, who are under the domineering influence of their crazed mother, kidnap young girls and keep them captive in chains in their basement, where they subject them to depraved ""games"" that often end in torture and murder.","torture","madness","slasher","human","human","female","male","18-30","30-50","present","house"
"4174","Scissors","California",2.3,FALSE,"Scissors is a thrilling tribute to slasher movies from the 70s and 80s that follows the terrifying journey of college student Courtney and her friends as they are hunted by the serial clown killer known as ""Scissors.""",2025,37,"over_20","The movie is ""Scissors"" filmed in 2025. This is the IMDb summary: Scissors is a thrilling tribute to slasher movies from the 70s and 80s that follows the terrifying journey of college student Courtney and her friends as they are hunted by the serial clown killer known as ""Scissors.""","slasher","phobia","madness","human","human","female","male","18-30","18-30","present","small town"
"4175","Scooby-Doo and the Goblin King","California",6.3,FALSE,"Scooby-Doo and Shaggy must go into the underworld ruled by the Goblin King in order to stop a mortal named The Amazing Krudsky who wants power and is a threat to their pals, Fred, Velma and Daphne.",2008,38,"x00_10","The movie is ""Scooby-Doo and the Goblin King"" filmed in 2008. This is the IMDb summary: Scooby-Doo and Shaggy must go into the underworld ruled by the Goblin King in order to stop a mortal named The Amazing Krudsky who wants power and is a threat to their pals, Fred, Velma and Daphne.","classic and mythological","witches","devils, demons, and hell","human","human with extra powers","male","male","18-30","30-50","present","unknown"
"4176","Scooby-Doo! Mask of the Blue Falcon","California",6.6,FALSE,"The Mega Mondo Pop Cartoon-a-Con in sunny California marks the spot for mystery in this all-new original Scooby-Doo adventure! Shaggy and Scooby-Doo stop gruesome villain Mr. Hyde.",2012,32,"x10_20","The movie is ""Scooby-Doo! Mask of the Blue Falcon"" filmed in 2012. This is the IMDb summary: The Mega Mondo Pop Cartoon-a-Con in sunny California marks the spot for mystery in this all-new original Scooby-Doo adventure! Shaggy and Scooby-Doo stop gruesome villain Mr. Hyde.","horror comedy","classic and mythological","madness","human","human","male","male","18-30","30-50","present","big city"
"4177","Scouts Guide to the Zombie Apocalypse","California",6.3,FALSE,"Three scouts, on the eve of their last camp-out, discover the true meaning of friendship when they attempt to save their town from a zombie outbreak.",2015,27,"x10_20","The movie is ""Scouts Guide to the Zombie Apocalypse"" filmed in 2015. This is the IMDb summary: Three scouts, on the eve of their last camp-out, discover the true meaning of friendship when they attempt to save their town from a zombie outbreak.","zombies","horror comedy","small creatures","human","non-human entity","male","androgynous","under 18","unknown","present","small town"
"4178","Scream","California",2.9,FALSE,"A group of friends on a rafting trip down a river stop in at an old ghost town to spend the night. Soon their rafts disappear, and then they begin to be eliminated one by one by a mysterious killer.",1981,40,"x80_90","The movie is ""Scream"" filmed in 1981. This is the IMDb summary: A group of friends on a rafting trip down a river stop in at an old ghost town to spend the night. Soon their rafts disappear, and then they begin to be eliminated one by one by a mysterious killer.","slasher","backwoods horror","phobia","human","human","female","male","18-30","30-50","present","rural"
"4179","Scream","California",7.2,FALSE,"A year after the murder of her mother, a teenage girl is terrorized by a new killer, who targets the girl and her friends by using horror films as part of a deadly game.",1996,34,"x90_00","The movie is ""Scream"" filmed in 1996. This is the IMDb summary: A year after the murder of her mother, a teenage girl is terrorized by a new killer, who targets the girl and her friends by using horror films as part of a deadly game.","slasher","madness","phobia","human","human","female","male","18-30","18-30","present","small town"
"4180","Scream","California",6.3,FALSE,"25 years after a streak of brutal murders shocked the quiet town of Woodsboro, Calif., a new killer dons the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town's deadly past.",2022,37,"over_20","The movie is ""Scream"" filmed in 2022. This is the IMDb summary: 25 years after a streak of brutal murders shocked the quiet town of Woodsboro, Calif., a new killer dons the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town's deadly past.","slasher","phobia","madness","human","human","female","unknown","18-30","18-30","present","small town"
"4181","Scream 3","California",5.6,FALSE,"While Sidney and her friends visit the Hollywood set of Stab 3, the third film based on the Woodsboro murders, another Ghostface killer rises to terrorize them.",2000,27,"x00_10","The movie is ""Scream 3"" filmed in 2000. This is the IMDb summary: While Sidney and her friends visit the Hollywood set of Stab 3, the third film based on the Woodsboro murders, another Ghostface killer rises to terrorize them.","slasher","horror comedy","madness","human","human","female","male","18-30","18-30","present","big city"
"4182","Scream 4","California",6.2,FALSE,"Ten years have passed, and Sidney Prescott, who has put herself back together thanks in part to her writing, is visited by the Ghostface Killer.",2011,25,"x10_20","The movie is ""Scream 4"" filmed in 2011. This is the IMDb summary: Ten years have passed, and Sidney Prescott, who has put herself back together thanks in part to her writing, is visited by the Ghostface Killer.","slasher","phobia","madness","human","human","female","unknown","30-50","18-30","present","small town"
"4183","Scream at the Devil","California",2.6,FALSE,"A beautiful schizophrenic woman is pushed over the edge by her husband's illicit affairs, and when her hallucinations become reality the Devil comes to take his due. Is Miriam insane or has the Devil come to collect on her promise?",2015,40,"x10_20","The movie is ""Scream at the Devil"" filmed in 2015. This is the IMDb summary: A beautiful schizophrenic woman is pushed over the edge by her husband's illicit affairs, and when her hallucinations become reality the Devil comes to take his due. Is Miriam insane or has the Devil come to collect on her promise?","madness","devils, demons, and hell","phobia","human","non-human entity","female","androgynous","30-50","unknown","present","house"
"4184","Scream Blacula Scream","California",5.7,FALSE,"The vampire Mamuwalde (Blacula) is stirred by African voodoo, and is forced to kill again.",1973,15,"x70_80","The movie is ""Scream Blacula Scream"" filmed in 1973. This is the IMDb summary: The vampire Mamuwalde (Blacula) is stirred by African voodoo, and is forced to kill again.","vampire","witches","classic and mythological","human","non-human entity","female","male","18-30","30-50","present","big city"
"4185","Scream Bloody Murder","California",4.8,FALSE,"A disturbed boy kills his father with his farm tractor and his arm is mangled in the process. He's taken to a mental hospital where he's outfitted with a hook to replace his lost hand and, years later, he's eventually released from the asylum. He returns home to find his mother has remarried, which sets him off on a murderous rampage.",1972,61,"x70_80","The movie is ""Scream Bloody Murder"" filmed in 1972. This is the IMDb summary: A disturbed boy kills his father with his farm tractor and his arm is mangled in the process. He's taken to a mental hospital where he's outfitted with a hook to replace his lost hand and, years later, he's eventually released from the asylum. He returns home to find his mother has remarried, which sets him off on a murderous rampage.","slasher","madness","phobia","human","human","male","male","18-30","18-30","present","rural"
"4186","Scream Bloody Murder","California",3.6,FALSE,"In this horror spoof, the girls from Cherry Mount Academy are on their way to a dance at a nearby all-boys school when the van they're riding in breaks down. With no other choice but to spend the night at their tow truck driver's junkyard, the girls soon find themselves at the mercy of a cold-blooded killer.",2003,59,"x00_10","The movie is ""Scream Bloody Murder"" filmed in 2003. This is the IMDb summary: In this horror spoof, the girls from Cherry Mount Academy are on their way to a dance at a nearby all-boys school when the van they're riding in breaks down. With no other choice but to spend the night at their tow truck driver's junkyard, the girls soon find themselves at the mercy of a cold-blooded killer.","parody horror","slasher","home invasion","human","human","female","male","18-30","30-50","present","rural"
"4187","Scream of the Wolf","California",5.4,FALSE,"A big-game hunter comes out of retirement to help track down a killer wolf, and begins to suspect that it isn't a wolf but an animal that can take human form.",1974,32,"x70_80","The movie is ""Scream of the Wolf"" filmed in 1974. This is the IMDb summary: A big-game hunter comes out of retirement to help track down a killer wolf, and begins to suspect that it isn't a wolf but an animal that can take human form.","werewolf","backwoods horror","phobia","human","non-human entity","male","androgynous","30-50","unknown","present","rural"
"4188","Scream Queen Hot Tub Party","California",5.4,FALSE,"Five of Hollywood's leading scream queens get together in a creepy mansion and decide to get in the hot tub (as true scream queens would). They talk in the tub and exchange secrets on the do's and don'ts of being a scream queen.",1991,43,"x90_00","The movie is ""Scream Queen Hot Tub Party"" filmed in 1991. This is the IMDb summary: Five of Hollywood's leading scream queens get together in a creepy mansion and decide to get in the hot tub (as true scream queens would). They talk in the tub and exchange secrets on the do's and don'ts of being a scream queen.","horror comedy","parody horror","madness","human","unknown","female","unknown","18-30","unknown","present","house"
"4189","Scream, Teen, Scream!","California",6,FALSE,"In a plot broadly spoofing teen horror movies, three teenage ""girls"" have a slumber party on Halloween night. Gay Power-rangers, pizza delivery guys in jocks, and anorexic ghosts put the best laid plans to shame.",1996,36,"x90_00","The movie is ""Scream, Teen, Scream!"" filmed in 1996. This is the IMDb summary: In a plot broadly spoofing teen horror movies, three teenage ""girls"" have a slumber party on Halloween night. Gay Power-rangers, pizza delivery guys in jocks, and anorexic ghosts put the best laid plans to shame.","parody horror","horror comedy","home invasion","human","human","female","male","18-30","18-30","present","house"
"4190","Seance: The Summoning","California",3.4,FALSE,"Four friends decide to record themselves having a séance. When they summon a demon by mistake they'll have to find a way to drive the demon out before it destroys them all.",2011,32,"x10_20","The movie is ""Seance: The Summoning"" filmed in 2011. This is the IMDb summary: Four friends decide to record themselves having a séance. When they summon a demon by mistake they'll have to find a way to drive the demon out before it destroys them all.","possession","devils, demons, and hell","found footage","human","non-human entity","unknown","androgynous","18-30","unknown","present","house"
"4191","Seconds","California",7.6,TRUE,"An unhappy middle-aged banker agrees to a procedure that will fake his death and give him a completely new look and identity - one that comes with its own price.",1966,30,"x60_70","The movie is ""Seconds"" filmed in 1966. This is the IMDb summary: An unhappy middle-aged banker agrees to a procedure that will fake his death and give him a completely new look and identity - one that comes with its own price.","madness","body horror","phobia","human","human","male","male","30-50","30-50","present","big city"
"4192","Secret Obsession","California",4.5,FALSE,"Recuperating from trauma, Jennifer remains in danger as she returns to a life she doesn't remember.",2019,16,"x10_20","The movie is ""Secret Obsession"" filmed in 2019. This is the IMDb summary: Recuperating from trauma, Jennifer remains in danger as she returns to a life she doesn't remember.","madness","home invasion","phobia","human","human","female","male","18-30","30-50","present","house"
"4193","Seed of Chucky","California",4.9,FALSE,"Chucky and Tiffany are resurrected by their innocent gender-confused daughter, Glenda, and hit Hollywood, where a movie depicting the killer dolls' murder spree is underway.",2004,26,"x00_10","The movie is ""Seed of Chucky"" filmed in 2004. This is the IMDb summary: Chucky and Tiffany are resurrected by their innocent gender-confused daughter, Glenda, and hit Hollywood, where a movie depicting the killer dolls' murder spree is underway.","slasher","horror comedy","parody horror","non-human entity","non-human entity","unknown","unknown","unknown","unknown","present","big city"
"4194","Seedpeople","California",4.3,FALSE,"The citizens of Comet Valley are being taken over by seeds from an alien plant that has taken root there. A sheriff investigates the strange goings-on.",1992,27,"x90_00","The movie is ""Seedpeople"" filmed in 1992. This is the IMDb summary: The citizens of Comet Valley are being taken over by seeds from an alien plant that has taken root there. A sheriff investigates the strange goings-on.","neo-monsters","sci-fi and aliens","nature","human","non-human entity","male","androgynous","30-50","unknown","present","small town"
"4195","Serpent's Lair","California",4.3,FALSE,"Tom is seduced by a succubus (Lilith) who's out to drain him and destroy his marriage.",1995,16,"x90_00","The movie is ""Serpent's Lair"" filmed in 1995. This is the IMDb summary: Tom is seduced by a succubus (Lilith) who's out to drain him and destroy his marriage.","possession","witches","madness","human","non-human entity","male","female","30-50","30-50","present","house"
"4196","Servants of Twilight","California",5.2,FALSE,"Based on the novel by Dean R. Koontz, this action packed thriller features Bruce Greenwood as a private detective hired to protect a little boy from a fanatical religious cult that believe he is the antichrist fortold in the book of Revelations.",1991,42,"x90_00","The movie is ""Servants of Twilight"" filmed in 1991. This is the IMDb summary: Based on the novel by Dean R. Koontz, this action packed thriller features Bruce Greenwood as a private detective hired to protect a little boy from a fanatical religious cult that believe he is the antichrist fortold in the book of Revelations.","devils, demons, and hell","slasher","madness","human","human","male","female","30-50","50+","present","small town"
"4197","Seven Stages to Achieve Eternal Bliss","California",5.7,FALSE,"A small-town couple finds the perfect apartment in the big city, except there's one catch: the apartment is home to the ritualistic suicides of a deranged cult.",2018,28,"x10_20","The movie is ""Seven Stages to Achieve Eternal Bliss"" filmed in 2018. This is the IMDb summary: A small-town couple finds the perfect apartment in the big city, except there's one catch: the apartment is home to the ritualistic suicides of a deranged cult.","horror comedy","witches","phobia","human","human","female","male","18-30","30-50","present","house"
"4198","Sexbomb","California",5,FALSE,"A low-budget film producer begins shooting his next two epics, ""I Rip Your Flesh With Pliers"" and ""Werewolves in Heat."" What he doesn't know is that his sexy young wife wants him dead, and plans to use the films as a cover to do it.",1989,46,"x80_90","The movie is ""Sexbomb"" filmed in 1989. This is the IMDb summary: A low-budget film producer begins shooting his next two epics, ""I Rip Your Flesh With Pliers"" and ""Werewolves in Heat."" What he doesn't know is that his sexy young wife wants him dead, and plans to use the films as a cover to do it.","horror comedy","slasher","madness","human","human","male","female","30-50","18-30","present","house"
"4199","Shadows of the Dead","California",4.4,FALSE,"At an anti-prom party, a group of teenagers stumble across a mysterious cabin deep in the woods, and awaken an evil creature that lives in the shadows.",2016,28,"x10_20","The movie is ""Shadows of the Dead"" filmed in 2016. This is the IMDb summary: At an anti-prom party, a group of teenagers stumble across a mysterious cabin deep in the woods, and awaken an evil creature that lives in the shadows.","neo-monsters","phobia","backwoods horror","human","non-human entity","unknown","androgynous","under 18","unknown","present","forest"
"4200","Shadows Run Black","California",3.1,FALSE,"A detective investigates a series of killings committed by a serial killer known as ""The Black Angel."" He begins to suspect that it might not be just a random group of murders.",1984,32,"x80_90","The movie is ""Shadows Run Black"" filmed in 1984. This is the IMDb summary: A detective investigates a series of killings committed by a serial killer known as ""The Black Angel."" He begins to suspect that it might not be just a random group of murders.","slasher","madness","phobia","human","human","male","male","30-50","18-30","present","big city"
"4201","Shallow Ground","California",4.9,FALSE,"A naked teenage boy covered in blood appears at a remote sheriff's station one year after the brutal unsolved murder of a local girl. Now Sheriff Jack Shepherd, guilt ridden over the girl's murder, must confront his own demons as he desperately searches for the boy's true identity and possible victims. Little does Jack realize that he has started down a path that will bring him face to face with an unthinkable horror. Before sunrise the living will pay for the pain the dead have suffered.",2004,86,"x00_10","The movie is ""Shallow Ground"" filmed in 2004. This is the IMDb summary: A naked teenage boy covered in blood appears at a remote sheriff's station one year after the brutal unsolved murder of a local girl. Now Sheriff Jack Shepherd, guilt ridden over the girl's murder, must confront his own demons as he desperately searches for the boy's true identity and possible victims. Little does Jack realize that he has started down a path that will bring him face to face with an unthinkable horror. Before sunrise the living will pay for the pain the dead have suffered.","ghost and spirits","madness","phobia","human","non-human entity","male","androgynous","30-50","unknown","present","rural"
"4202","Shark Kill","California",4,FALSE,"A marine biologist and a shark hunter set sail to find a giant man-eating great white shark.",1976,18,"x70_80","The movie is ""Shark Kill"" filmed in 1976. This is the IMDb summary: A marine biologist and a shark hunter set sail to find a giant man-eating great white shark.","nature","giant creatures","phobia","human","non-human entity","male","androgynous","30-50","unknown","present","rural"
"4203","Shark Killer","California",4.1,FALSE,"A shark exterminator must retrieve a rare diamond from the stomach of a massive black-finned white shark; however, the powerful local crime lord has, too, set his sights on the gem. Will the fearless shark killer live up to his reputation?",2015,42,"x10_20","The movie is ""Shark Killer"" filmed in 2015. This is the IMDb summary: A shark exterminator must retrieve a rare diamond from the stomach of a massive black-finned white shark; however, the powerful local crime lord has, too, set his sights on the gem. Will the fearless shark killer live up to his reputation?","nature","slasher","madness","human","non-human entity","male","androgynous","30-50","unknown","present","rural"
"4204","Shark Swarm","California",3.4,FALSE,"A fisherman and his family fight to take down a greedy real estate developer who has released toxins into the ocean, turning the area's sharks into bloodthirsty hunters.",2008,28,"x00_10","The movie is ""Shark Swarm"" filmed in 2008. This is the IMDb summary: A fisherman and his family fight to take down a greedy real estate developer who has released toxins into the ocean, turning the area's sharks into bloodthirsty hunters.","nature","neo-monsters","splatter","human","non-human entity","male","androgynous","30-50","unknown","present","rural"
"4205","Sharknado","California",3.3,FALSE,"When a freak hurricane swamps Los Angeles, nature's deadliest killer rules sea, land, and air as thousands of sharks terrorize the waterlogged populace.",2013,23,"x10_20","The movie is ""Sharknado"" filmed in 2013. This is the IMDb summary: When a freak hurricane swamps Los Angeles, nature's deadliest killer rules sea, land, and air as thousands of sharks terrorize the waterlogged populace.","nature","horror comedy","giant creatures","human","non-human entity","male","androgynous","30-50","unknown","present","big city"
"4206","She Dies Tomorrow","California",5.1,FALSE,"A woman becomes strangely convinced she will die the next day. Her friend initially disbelieves her before becoming paranoid herself that she too will die the next day.",2020,28,"over_20","The movie is ""She Dies Tomorrow"" filmed in 2020. This is the IMDb summary: A woman becomes strangely convinced she will die the next day. Her friend initially disbelieves her before becoming paranoid herself that she too will die the next day.","phobia","madness","folk horror","human","unknown","female","unknown","30-50","unknown","present","house"
"4207","She Freak","California",3.6,FALSE,"Claire Brennen stars as a waitress who leaves the greasy-diner business for the excitement of the carnival. She quickly discovers that she despises freaks and human oddities.",1967,28,"x60_70","The movie is ""She Freak"" filmed in 1967. This is the IMDb summary: Claire Brennen stars as a waitress who leaves the greasy-diner business for the excitement of the carnival. She quickly discovers that she despises freaks and human oddities.","madness","classic and mythological","phobia","human","human","female","unknown","18-30","unknown","present","rural"
